y_true,y_pred
0.025992278,0.020949714
0.004374236,0.015030157
0.017655365,-0.0005341396
0.015620297,0.00029870123
0.021115692,0.008992843
0.019180758,0.01614488
0.011361783,0.011680946
0.0035423085,-0.0069221035
-0.011729194,-0.008682638
-0.019204244,-0.017116427
-0.015305246,-0.018687248
-0.017510805,-0.013945572
-0.01857875,-0.018022835
-0.0061638798,-0.011228915
-0.013804883,-0.006705623
0.0021031173,-0.010499094
-0.00029609416,6.2935054e-05
-0.011814508,-0.0017021261
-0.0015345277,-0.0027013198
0.006038402,0.0009836033
-0.013230195,-0.001400169
-0.0011359109,-0.006235037
0.005626829,-0.0013953596
-0.00084249844,-0.0017109402
-0.004798046,-0.0025671385
0.0026699163,-0.004383024
0.0038469415,-0.003051959
0.0169858,0.002604261
0.017740447,0.011684023
0.00952408,0.015974045
0.00024685872,0.007000774
0.001475652,-0.004726425
-0.0064648828,-0.010764133
-0.010183212,-0.006796725
-0.0063063353,-0.009326257
-0.0037092948,-0.009284299
-0.020659212,-0.007966828
-0.022308664,-0.02087611
-0.014922309,-0.02397658
-0.0058491537,-0.017062835
0.004597506,-0.001608152
0.014644625,0.006954763
0.014663556,0.0103670545
0.018066669,0.0072784424
0.008415891,0.007855162
0.0032007906,0.004491754
0.005277033,0.003309995
0.012791044,0.004219126
0.02341638,0.007924426
0.04303397,0.022649016
0.047759525,0.033299927
0.056094855,0.03894344
0.05344186,0.03126173
0.043002848,0.030535016
0.030140437,0.028655332
0.012529521,0.020220464
0.011605121,0.007110715
0.00231428,0.006201759
-0.009825051,0.0005333647
-0.010038788,-0.009147633
-0.0018995319,-0.010203544
-0.008077029,-0.015398517
0.0089289965,-0.01126118
0.00037078778,0.0068522803
0.006504508,-0.001002375
0.008910721,-0.00030691177
0.015040042,0.009135213
0.01591015,0.0057931766
0.035683893,0.017069753
0.038870465,0.025303427
0.053166796,0.030832348
0.04385216,0.036580794
0.047685754,0.03197924
0.04168545,0.028627021
0.035838347,0.029331718
0.015225292,0.025356315
0.028428135,0.006641213
0.013029083,0.013647083
0.014518658,0.0025427938
0.01998252,0.002975829
0.017910356,0.008677579
0.0116106095,0.0033446364
0.017751677,0.0012612343
-0.014304245,0.0057075582
-0.026747424,-0.017725185
-0.020102015,-0.024984442
-0.02228398,-0.020261578
-0.026875552,-0.014997281
0.0056439145,-0.017106742
-0.015717693,0.000791654
-0.010639361,-0.014630124
-0.013221233,-0.013084151
-0.01545201,-0.013914153
-0.010199276,-0.014271013
0.010333114,-0.00090176985
0.005939194,0.00624045
0.014207976,0.0075229816
0.02927584,0.010051474
0.006226269,0.01625916
0.016364994,0.011415504
0.03194447,0.011279229
0.020331297,0.022136755
0.018789088,0.0134329125
0.041011956,0.010810964
0.028608704,0.018589642
0.00020929698,0.016833693
-0.019088596,-0.004780151
-0.03359852,-0.028076865
-0.03286924,-0.03532616
-0.034190606,-0.026486225
-0.019569125,-0.02272886
-0.0051955283,-0.007967446
0.00602686,0.00258575
-0.012690559,-0.00077265874
0.005879383,-0.0075132884
0.011627113,-0.0008239448
-0.0076489435,0.0052989013
-0.016716177,-0.005907882
-0.0077703823,-0.007100798
-0.0077184653,-0.017335437
-0.030020496,-0.009962767
0.011301484,-0.01038814
0.0020345675,0.006358456
0.009875197,0.007886641
0.0075909994,0.010884091
0.0070181596,0.0115158595
-0.00060063606,-0.007819988
0.0018147316,-0.001909472
-0.013478669,-0.005222045
-0.012526102,-0.013654135
0.0048664203,-0.014012173
-0.0010305318,-0.0033715554
0.0027588182,0.0045995153
0.026015675,0.0067056865
0.027160592,0.0176862
0.011744995,0.017189953
0.013866297,0.008683719
0.020958321,-0.00077784806
0.023122396,0.0043321997
0.010619569,0.014156479
0.028339501,0.01224073
0.042432413,0.02275163
0.03422754,0.026894644
0.015123181,0.023410276
-0.0076931454,0.00786636
-0.012835293,-0.021555685
-0.023752835,-0.023880914
-0.017050186,-0.02260296
-0.041598998,-0.014380701
-0.0064914897,-0.034560494
-0.0061644255,-0.013619348
0.0001662934,-0.0073518306
0.0054547642,-0.0007160641
0.034723286,0.010999251
0.019019635,0.01792764
