y_true,y_pred
-0.016847782,-0.0090974765
-0.016555103,-0.0052467026
-0.022459796,-0.0059785377
-0.02558876,-0.011632268
-0.028118663,-0.013556246
-0.016070893,-0.016879728
-0.006198035,-0.015256884
-0.0034188663,-0.007149622
-0.00048790607,-0.0035453485
0.0024439134,0.002069803
0.0,0.0043281224
0.0036265932,0.0040181987
0.008518216,0.0057823732
0.008732817,0.007801069
0.012790444,0.004807595
0.011491539,0.008508621
0.019835511,0.006486537
0.012156727,0.014914045
0.01048555,0.014535483
0.008458586,0.011347713
0.008943368,0.01021974
0.013700876,0.011073176
0.006510865,0.010583727
0.011751693,0.005343983
0.011469802,0.008765714
0.011747128,0.0089835785
0.0003869309,0.010199297
-0.0017414895,0.0048640557
-0.004743683,0.0026255492
0.0060807797,0.0007338505
0.010780691,0.007937925
0.0053897873,0.009600557
0.0077190953,0.0053828824
0.005584473,0.004460912
0.0058781244,0.0053311493
0.0053903065,0.004164124
0.01497434,0.003748389
0.013943248,0.010598943
0.012057054,0.0091709215
0.0036500364,0.007425515
-0.003548607,0.0059105456
-0.0016331064,0.0022705253
-0.0007692484,0.002074398
-0.0020183492,0.0016622823
-0.002404888,0.0015410613
-0.0032691986,0.00023355708
-0.009380711,-0.0011047348
-0.0053619198,-0.0024170913
-0.004227547,-0.00095647573
-0.0045164274,-0.0032121018
-0.0026938517,-0.0039864797
-0.006172258,-0.0031972881
-0.011026317,-0.0071872417
-0.011612329,-0.0092445575
-0.009288882,-0.007888079
-0.008414409,-0.007174162
-0.011510524,-0.0064619724
-0.0077101677,-0.007942658
-0.004148786,-0.0032456163
-0.0024106852,0.0008724518
9.6281554e-05,0.0031377766
0.00038689346,0.0060707014
0.011411016,0.00451931
0.01631549,0.0075247213
0.013133946,0.012980865
0.0128349345,0.010290671
0.015062538,0.009330463
0.011447409,0.011504527
0.015255718,0.008300982
0.011900311,0.008240314
0.004229579,0.00671239
0.006842402,-8.9025125e-05
0.002880492,0.003584953
-0.0027808514,0.0009658225
-0.0007678456,-0.00504688
0.009162984,-0.004133447
0.008872837,0.0054499265
0.014150935,0.0057569817
0.011267481,0.01274596
0.013644351,0.012778347
0.016175395,0.013216386
0.019309096,0.012391832
0.017581811,0.013138583
0.018457402,0.0126291495
0.014678122,0.014445037
0.0057789995,0.011121616
0.0030349009,0.009863647
-0.0009434709,0.0084773805
-0.005949281,0.0058949906
-0.00037651465,0.0023751613
-0.0017948597,0.011757242
-0.008039755,0.0059293304
-0.01060719,0.002780376
-0.009757088,-0.0017094277
-0.002652761,-0.004600865
-0.002932669,-0.0028982079
-0.0035098942,-0.0011195522
-0.005964561,-0.0027817804
-0.0034155687,-0.0031171087
-0.011456822,0.000572918
-0.013421778,-0.006527668
-0.0080092335,-0.010584988
-0.005537553,-0.0074431254
-0.0045797555,-0.009007042
-0.007140507,-0.008419707
-0.005796022,-0.008658979
-0.001141036,-0.0027212556
-0.005618225,0.0031732172
-0.005814253,0.0025707074
0.0008566593,-0.0010224283
0.0035395143,0.0032643322
0.0020083121,0.0039057117
-0.002972317,0.0021532085
-0.004408662,0.0006426759
-0.0037333793,0.0037451908
-0.00803682,0.0013795476
-0.0020952504,-0.0012762193
0.0040977835,0.0038662758
0.0059093074,0.0072406363
-0.0042908,0.010182658
0.004573138,0.0017911606
0.008372277,0.007974042
0.01126719,0.006538421
0.010985462,0.0076666344
0.012579978,0.0060750097
0.016198587,0.009592304
0.0055143875,0.012751017
0.0043651527,0.0050447173
0.007762247,0.0070090573
0.011968248,0.010217307
0.006348681,0.010304414
0.0033104639,0.0065969285
0.0037907695,0.006817255
0.0013291504,0.004853694
-0.006746822,0.00054915715
-0.007494944,-0.0025770888
-0.0032289105,-0.0036814176
-0.0053166132,-0.002553761
-0.015297943,-0.004583452
-0.017333837,-0.0106459465
-0.015995773,-0.010872144
-0.015511611,-0.011342458
-0.018809943,-0.012228455
-0.011738488,-0.013735861
-0.004587123,-0.008401342
-0.0066883927,-0.0014730971
-0.0064891945,-0.0035415292
-0.006302577,-0.002563252
-0.00076630106,0.001094453
0.002207221,0.005871238
0.003544867,0.004344942
0.0026817985,0.00755894
0.003367802,0.0069821887
0.002397048,0.0028797016
-0.011463951,0.005275067
-0.015652446,-0.0032938682
-0.014270763,-0.0031475294
-0.011465056,-0.002241524
-0.011080727,0.0011996347
-0.011375813,-0.0075927256
-0.013673764,-0.00559726
-0.019217486,-0.007137821
-0.014806472,-0.0108156
-0.013886383,-0.008500554
-0.007293269,-0.008297045
-0.007820971,-0.010325682
-0.014970181,-0.012854378
-0.021152336,-0.013536993
-0.016608402,-0.014197965
-0.02374288,-0.012735205
-0.022453034,-0.013853742
-0.019792823,-0.010974393
-0.014534316,-0.010543517
-0.016053664,-0.0073442105
-0.0074451966,-0.008231813
-0.00058901985,0.00017809309
-0.0007889727,0.0050500315
0.000692552,0.004800452
-0.003256225,0.0018797517
0.008206916,0.0007653311
0.007704491,0.0054990407
0.011175483,0.0050722957
0.0027660436,0.0065914504
-0.0022721249,0.0020830575
-0.0092858,-0.0024474487
-0.009273966,-0.005844497
-0.0075262995,-0.0062838104
-0.004957377,-0.006512195
-0.00455671,-0.006546298
-0.0062232125,-0.007805246
-0.012475355,-0.0064630266
-0.007502524,-0.010103835
-0.008022676,-0.0056172367
-0.0068476666,-0.0052978843
0.00019843846,-0.004005544
0.0029691535,-0.0019938964
0.010678387,0.0015476197
0.013623086,0.006075306
0.017713467,0.0113307815
0.01592487,0.015632717
0.02148713,0.016488744
0.019721042,0.01807967
0.023877336,0.0186263
0.024299078,0.019797085
0.024697494,0.015823668
0.020250138,0.014291469
0.018610135,0.0129517745
0.017880216,0.0104124285
0.0094171,0.01104413
0.014234094,0.0084408615
0.014809337,0.01008548
0.014467845,0.009097755
0.010335757,0.010586429
0.013227349,0.006917985
0.00982569,0.010511445
0.009829477,0.008435536
0.0038539553,0.0071045104
0.0014436413,0.00301213
0.0076046083,0.0070507936
-0.0011544276,0.010046165
-0.0063615027,0.0066844206
0.006300098,0.0024051238
0.0043151486,0.008459166
0.0070725502,0.004579747
0.011626941,0.006251268
0.016548147,0.008983621
0.023662485,0.014081577
0.025541333,0.014663111
0.022847878,0.015669445
0.022744467,0.014337653
0.02661991,0.0107651
0.015016611,0.0107758045
0.023265652,0.00944791
0.02343745,0.011017738
0.012055135,0.010601228
0.009294584,0.011451973
-0.003763662,0.011596089
-0.008756709,0.00060570054
-0.0022520935,-0.0027037635
0.0008464987,-0.00044264644
0.001223216,0.0011695847
-0.009134215,-0.00085531734
-0.009392386,-0.003979329
-0.0125445975,-0.0007549785
-0.0039395806,-0.0019505043
-0.0028074419,-0.0001832787
0.008261381,-0.0012155473
0.011845604,0.0059194695
0.0038442095,0.007595733
0.005531316,0.003326051
0.015767481,0.00690357
0.025220882,0.01724019
0.015450483,0.021154752
0.017648336,0.016123423
0.01733017,0.017183265
0.013219316,0.01642823
0.009676303,0.015029382
0.0105053475,0.014007745
0.015138411,0.015839692
0.02246455,0.016116481
0.008480079,0.018513175
-0.0013846083,0.010175904
0.008512247,0.0022054352
0.009671658,0.008324403
0.012757728,0.009417392
0.016782474,0.010907441
0.011690626,0.013071837
0.008839015,0.009151204
0.004322851,0.0050559007
-0.0003657394,0.0019627512
-0.008202428,0.00092090294
-0.00083171437,-0.006378171
-0.004524666,-0.003825089
-0.015240621,-0.005442556
-0.021292156,-0.009303002
-0.01918983,-0.009470397
-0.011690626,-0.006328185
-0.011895509,-0.0038265754
-0.0054295105,-0.0056280196
-0.003297618,-0.00021581352
-0.00092582614,0.0030793808
-0.005469273,-0.002656646
-0.0033373593,-0.005131189
0.0055689625,-0.0021962058
0.009088473,7.9061836e-05
0.0008339558,-0.002967178
-0.0005556873,-0.0012075827
-0.0045558675,-0.0016143657
-0.01674928,-0.003233984
-0.017960072,-0.008152114
-0.007344438,-0.009743627
-0.0115933,-0.006026081
-0.01007943,-0.009766405
-0.01341804,-0.0056768693
-0.018730475,-0.0058219805
-0.0143672675,-0.007855725
-0.0065062465,-0.005232161
0.0027917668,0.0057577007
0.0016876088,0.009930467
-0.012312813,0.00443998
-0.013433111,-0.003108561
-0.021673841,-0.004652325
-0.026326103,-0.013717614
-0.025558323,-0.016394302
-0.027367573,-0.01060412
-0.026759656,-0.012813081
-0.03231433,-0.01229759
-0.036818612,-0.011848432
-0.03217484,-0.014951194
-0.023926876,-0.0169572
-0.022088172,-0.015239235
-0.0020200969,-0.014967467
0.0024046567,-0.010949164
0.0033626247,-0.007295384
0.007128417,-0.0074205715
0.009031598,-0.0041744458
0.0023087827,0.00055595115
0.003080477,-0.0007117279
0.008093274,0.0022403728
0.009831445,0.003272703
0.0036672233,0.0055412203
-0.017288687,0.0011181254
-0.010332763,-0.007188171
-0.009637699,0.0052032974
-0.011779621,0.011194684
-0.015907798,0.009300694
-0.031231161,-0.0033919867
-0.0418077,-0.012330705
-0.0448444,-0.020908883
-0.039520018,-0.022280818
-0.043611422,-0.021492029
-0.02670799,-0.023883145
-0.047102578,-0.020438777
-0.042938676,-0.025582226
-0.030771686,-0.024191536
-0.035712786,-0.019423546
-0.013976483,-0.019553134
-0.0077468734,-0.012694749
-0.004022547,-0.010640508
-0.007511678,-0.010225423
0.008716208,-0.01063185
0.0062193274,0.003211299
0.015648222,0.002427809
0.003229713,0.007958006
-0.0023063007,0.0027068295
0.013504917,-0.0012095384
0.00870828,0.007706303
0.027691,0.0042342376
0.01757938,0.015976395
0.015660383,0.01146022
0.006264598,0.012250559
0.010840987,0.0051109307
0.005992213,0.009022217
0.008828357,0.0033740997
-0.0005021143,0.0051883794
-0.0067796903,0.00026916713
-0.012334032,0.00029884465
-0.022553282,-0.0049024783
-0.011151079,-0.0059464257
-0.017572358,0.0007634107
-0.015484006,-0.0069065653
-0.023926258,-0.007366188
-0.011819051,-0.012566998
-0.013373099,-0.0100059705
-0.008270342,-0.01162818
-0.0077328696,-0.0082133785
-0.00171672,-0.0062716072
-0.004733791,-0.0028141495
-0.012593991,-0.0043366887
-0.013793329,-0.006774623
-0.011645127,-0.010037658
-0.0071174367,-0.0112760775
-0.004341909,-0.0058631757
0.0012139884,-0.0019692425
-0.00030386203,0.0011546575
-0.0077932104,0.0030045323
-0.010975738,-0.0020055901
-0.012700195,-0.0018944014
