y_true,y_pred
0.081324875,0.044047944
0.08718567,0.03617027
0.10858104,0.0184756
-0.0052520013,0.03475314
0.036342878,-0.01895845
0.050632797,0.04519912
-0.024426125,0.03414078
-0.0012283238,-0.008450478
-0.0062303846,0.009344004
0.029972658,0.0011789128
0.0035319147,0.007656768
0.0070774434,0.0022539422
0.055003006,0.03851299
0.15232612,0.044276122
0.18468043,0.15121976
0.13670146,0.1553333
0.14449444,0.119239464
0.08319889,0.13455689
0.10035199,0.107162185
0.045510367,0.06583402
-0.0157739,0.04605515
-0.026427286,0.008757785
-0.053298317,-0.021209583
0.0031379887,-0.020304881
-0.00081053027,-0.023264565
0.021117244,-0.041194864
0.0049004364,-0.020144753
-0.026920889,-0.029428132
-0.11403372,-0.05074931
-0.1266311,-0.12076465
-0.09360133,-0.16422778
-0.08694744,-0.14600167
-0.04226067,-0.11183352
-0.019281557,-0.040744103
-0.00079682725,0.0062203184
0.14001237,0.05976448
0.16482426,0.1757338
0.21809858,0.17699623
0.24181326,0.22411495
0.21239145,0.25125858
0.26280245,0.2384978
0.23661219,0.28400514
0.26361027,0.2798888
0.23758067,0.2715494
0.32016683,0.24889472
0.34454128,0.3271956
0.35574323,0.31929335
0.32123148,0.35797268
0.35030374,0.3381095
0.37806767,0.3003326
0.29072753,0.306726
0.36844152,0.26288605
0.3326812,0.29259703
0.32065037,0.29589775
0.37183225,0.2974254
0.27824706,0.38291937
0.2992257,0.36192432
0.26774314,0.34333968
0.24565545,0.30166388
0.10132373,0.24715605
-0.027149202,0.09737956
0.037020437,0.028725684
0.044213053,0.043773733
-0.029953437,0.02439478
-0.010953803,-0.024610408
0.009111837,-0.08118797
-0.087251976,-0.045665227
-0.084253356,-0.15656808
-0.104739755,-0.16032842
-0.2157692,-0.1713045
-0.18396674,-0.26847136
-0.18492284,-0.20507222
-0.15701525,-0.18270761
-0.010747003,-0.16107774
-0.0036512944,0.020421084
0.11536384,0.03410515
-0.0023210384,0.087171376
-0.07424886,0.030747414
-0.072160974,-0.01791086
-0.15187258,-0.080611385
-0.18394847,-0.11275735
-0.13241312,-0.16350126
-0.15194482,-0.13033336
-0.09053213,-0.123168774
-0.01764605,-0.079934664
-0.05322296,-0.048770256
-0.05351764,-0.06642223
-0.058543306,-0.0809835
-0.139099,-0.088659026
-0.15153757,-0.11602808
-0.1766924,-0.14150226
-0.15960057,-0.14294332
-0.043965556,-0.12129817
-0.012611947,-0.04593108
-0.025723508,-0.042454757
-0.0037158814,-0.037477575
-0.009835164,-0.022476695
-0.05009778,-0.019010134
-0.08207889,-0.06357471
-0.11116163,-0.079226084
-0.033271916,-0.08963568
-0.069313504,-0.03238552
-0.011582552,-0.07301027
0.13055523,-0.028541185
0.22948512,0.15659738
0.22985198,0.27042186
0.23425014,0.2725228
0.18304203,0.2936435
0.22623286,0.28003648
0.22446647,0.27504206
0.23112279,0.26220506
0.21387842,0.2595733
0.25803542,0.25616902
0.25670123,0.25159335
0.29357818,0.2186513
0.22716178,0.21152037
0.22238684,0.15506922
0.16979375,0.116089195
-0.046230126,0.07295953
-0.06253152,-0.05420912
-0.07439398,-0.06439612
-0.081800334,-0.08146436
-0.059577253,-0.090121634
-0.09744951,-0.08585895
-0.06934309,-0.08886013
-0.06356988,-0.084829964
-0.11538917,-0.079681076
-0.10380444,-0.11681839
-0.12353168,-0.10942008
-0.114904456,-0.111166574
-0.122059524,-0.09973965
-0.06696942,-0.10467792
-0.07072274,-0.058154948
-0.06051215,-0.06149497
-0.17719354,-0.06887355
-0.13911058,-0.16935211
-0.12737843,-0.14412457
-0.12389123,-0.14087358
-0.11658079,-0.13405329
-0.11356487,-0.12311358
-0.0075719333,-0.08954256
0.02745543,-0.0039888844
-0.0018504763,0.0125084
0.016711235,-0.0032975376
0.017534157,0.020034008
0.019602444,0.056824982
0.012034894,0.039848424
-0.023699911,0.052222066
-0.0366465,0.038610227
0.094148725,0.025833346
0.095290355,0.06762343
0.06770515,0.063375264
0.040765606,0.023670003
